Extracted:,United Nations High Commissioner for Refugees
Date extracted:,14/02/2020 12:50:01
Last updated:,14/02/2020 12:50:01

Data table contains the following:,UNHCR resettlement departures
Years selected:,"2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019"
2019 data (if included) as of:, December 2019
Country of origin:,"IRQ,SYR"
Country of asylum:,"DZA,BHR,EGY,IRQ,ISR,JOR,KWT,LBN,LBY,MRT,MAR,OMN,QAT,SAU,PSE,SYR,TUN,ARE,YEM"
Resettlement country:,"ALB,ARG,AUS,AUT,BLR,BEL,BRA,BGR,CAN,CHL,HRV,CYP,CZE,DNK,EST,FIN,FRA,DEU,HUN,ISL,IRL,ITA,JPN,LVA,LIE,LTU,LUX,MLT,MEX,MCO,NLD,NZL,NOR,PRY,POL,PRT,KOR,ROU,SVK,SVN,ESP,SWE,CHE,GBR,USA,URY"

Year,Country of Origin (ISO),Country of Origin,Country of Asylum,Country of Asylum (ISO),Country of Resettlement (ISO),Country of Resettlement,Total departures (persons)
2019,SYR,"Syrian Arab Rep.",ISR,"Israel",ESP,"Spain",9
2019,IRQ,"Iraq",LBN,"Lebanon",IRL,"Ireland",5
2019,IRQ,"Iraq",IRQ,"Iraq",GBR,"United Kingdom of Great Britain and Northern Ireland",4
2019,IRQ,"Iraq",LBY,"Libya",CAN,"Canada",23
2019,SYR,"Syrian Arab Rep.",JOR,"Jordan",GBR,"United Kingdom of Great Britain and Northern Ireland",1171
2019,IRQ,"Iraq",YEM,"Yemen",FIN,"Finland",1
2019,SYR,"Syrian Arab Rep.",LBN,"Lebanon",BEL,"Belgium",9
2019,SYR,"Syrian Arab Rep.",LBN,"Lebanon",USA,"United States of America",62
2019,SYR,"Syrian Arab Rep.",IRQ,"Iraq",GBR,"United Kingdom of Great Britain and Northern Ireland",335
2019,SYR,"Syrian Arab Rep.",EGY,"Egypt",DEU,"Germany",527
2019,SYR,"Syrian Arab Rep.",LBN,"Lebanon",FRA,"France",886
2019,SYR,"Syrian Arab Rep.",EGY,"Egypt",AUS,"Australia",34
2019,SYR,"Syrian Arab Rep.",JOR,"Jordan",CHE,"Switzerland",129
2019,SYR,"Syrian Arab Rep.",ARE,"United Arab Emirates",NOR,"Norway",1
2019,SYR,"Syrian Arab Rep.",MAR,"Morocco",FRA,"France",3
2019,IRQ,"Iraq",JOR,"Jordan",GBR,"United Kingdom of Great Britain and Northern Ireland",96
2019,SYR,"Syrian Arab Rep.",EGY,"Egypt",GBR,"United Kingdom of Great Britain and Northern Ireland",713
2019,SYR,"Syrian Arab Rep.",LBY,"Libya",CAN,"Canada",185
2019,SYR,"Syrian Arab Rep.",JOR,"Jordan",DEU,"Germany",308
2019,SYR,"Syrian Arab Rep.",LBN,"Lebanon",NOR,"Norway",564
2019,SYR,"Syrian Arab Rep.",IRQ,"Iraq",CAN,"Canada",191
2019,IRQ,"Iraq",ARE,"United Arab Emirates",CAN,"Canada",19
2019,IRQ,"Iraq",LBN,"Lebanon",CAN,"Canada",158
2019,IRQ,"Iraq",LBN,"Lebanon",NZL,"New Zealand",13

"Some data presented may differ from statistics published previously due to retroactive changes or the inclusion of previously unavailable data. In addition, resettlement departure figures reported by UNHCR may not match resettlement statistics published by States as Government figures may include individuals who were resettled outside of UNHCR processes. More information about UNHCR's resettlement programe can be found at http://www.unhcr.org/resettlement.html."
